drug_name_raw,query_name,cid,smiles,mw,logp,iupac,source
Pipamperone,Pipamperone,4830,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,375.5,2,1-[4-(4-fluorophenyl)-4-oxobutyl]-4-piperidin-1-ylpiperidine-4-carboxamide,pubchem_rest
Piperacillin,Piperacillin,43672,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,517.6,0.5,"(2S,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",pubchem_rest
Piperazine,Piperazine,4837,C1CNCCN1,86.14,-1.5,piperazine,pubchem_rest
Pipotiazine,Pipotiazine,62867,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,475.7,3.5,"10-[3-[4-(2-hydroxyethyl)piperidin-1-yl]propyl]-N,N-dimethylphenothiazine-2-sulfonamide",pubchem_rest
Piracetam,Piracetam,4843,C1CC(=O)N(C1)CC(=O)N,142.16,-1.3,2-(2-oxopyrrolidin-1-yl)acetamide,pubchem_rest
Pirenzepine,Pirenzepine,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,351.4,0.1,"11-[2-(4-methylpiperazin-1-yl)acetyl]-5H-pyrido[2,3-b][1,4]benzodiazepin-6-one",pubchem_rest
Piretanide,Piretanide,4849,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,362.4,2.2,4-phenoxy-3-pyrrolidin-1-yl-5-sulfamoylbenzoic acid,pubchem_rest
Piritramide,Piritramide,9331,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N,430.6,3.7,"1-(3-cyano-3,3-diphenylpropyl)-4-piperidin-1-ylpiperidine-4-carboxamide",pubchem_rest
Pirmenol,Pirmenol,65502,CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,338.5,4,"4-[(2S,6R)-2,6-dimethylpiperidin-1-yl]-1-phenyl-1-pyridin-2-ylbutan-1-ol",pubchem_rest
Piroxicam,Piroxicam,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.3,3.1,"4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-yl-1lambda6,2-benzothiazine-3-carboxamide",pubchem_rest
Pitavastatin,Pitavastatin,5282452,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,421.5,3.5,"(E,3R,5S)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]-3,5-dihydroxyhept-6-enoic acid",pubchem_rest
Pizotifen (Pizotyline),Pizotifen,27400,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,295.4,3.8,"1-methyl-4-(6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-2-ylidene)piperidine",pubchem_rest
Posaconazole,Posaconazole,468595,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,700.8,4.6,"4-[4-[4-[4-[[(3R,5R)-5-(2,4-difluorophenyl)-5-(1,2,4-triazol-1-ylmethyl)oxolan-3-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-2-[(2S,3S)-2-hydroxypentan-3-yl]-1,2,4-triazol-3-one",pubchem_rest
Practolol,Practolol,4883,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,266.34,0.8,N-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,pubchem_rest
Prajmalium (Prajmaline),Prajmalium,76959818,CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O,369.5,2.7,"(1R,9R,10S,12R,13S,14R,15R,16S,17S,18R)-13-ethyl-8-methyl-15-propyl-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",pubchem_rest
Pramipexole,Pramipexole,119570,CCCNC1CCC2=C(C1)SC(=N2)N,211.33,1.9,"(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine",pubchem_rest
Pranlukast,Pranlukast,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,481.5,4.2,N-[4-oxo-2-(2H-tetrazol-5-yl)chromen-8-yl]-4-(4-phenylbutoxy)benzamide,pubchem_rest
Pravastatin,Pravastatin,54687,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,424.5,1.6,"(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",pubchem_rest
Praziquantel,Praziquantel,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,312.4,2.7,"2-(cyclohexanecarbonyl)-3,6,7,11b-tetrahydro-1H-pyrazino[2,1-a]isoquinolin-4-one",pubchem_rest
Prazosin,Prazosin,4893,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.4,2,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(furan-2-yl)methanone",pubchem_rest
Prednisolone,Prednisolone,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,360.4,1.6,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",pubchem_rest
Pregabalin,Pregabalin,5486971,CC(C)CC(CC(=O)O)CN,159.23,-1.6,(3S)-3-(aminomethyl)-5-methylhexanoic acid,pubchem_rest
Prilocaine,Prilocaine,4906,CCCNC(C)C(=O)NC1=CC=CC=C1C,220.31,2.1,N-(2-methylphenyl)-2-(propylamino)propanamide,pubchem_rest
Primaquine,Primaquine,4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,259.35,2.2,"4-N-(6-methoxyquinolin-8-yl)pentane-1,4-diamine",pubchem_rest
Primidone,Primidone,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,218.25,0.9,"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",pubchem_rest
Probenecid,Probenecid,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,285.36,3.2,4-(dipropylsulfamoyl)benzoic acid,pubchem_rest
Procaine,Procaine,4914,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,236.31,1.9,2-(diethylamino)ethyl 4-aminobenzoate,pubchem_rest
Procainamide,Procainamide,4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,235.33,0.9,4-amino-N-[2-(diethylamino)ethyl]benzamide,pubchem_rest
Prochlorperazine,Prochlorperazine,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,373.9,4.9,2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine,pubchem_rest
Procyclidine,Procyclidine,4919,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,287.4,4.1,1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol,pubchem_rest
Proguanil,Proguanil,6178111,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,253.73,1.5,(1E)-1-[amino-(4-chloroanilino)methylidene]-2-propan-2-ylguanidine,pubchem_rest
Promazine,Promazine,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,284.4,4.5,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",pubchem_rest
Promethazine,Promethazine,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,284.4,4.8,"N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine",pubchem_rest
Propafenone,Propafenone,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,341.4,3.3,1-[2-[2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one,pubchem_rest
Propallylonal,Propallylonal,11020,CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,289.13,1.6,"5-(2-bromoprop-2-enyl)-5-propan-2-yl-1,3-diazinane-2,4,6-trione",pubchem_rest
Propantheline,Propantheline,4934,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,368.5,4.2,methyl-di(propan-2-yl)-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium,pubchem_rest
Propiomazine,Propiomazine,4940,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C,340.5,4.8,1-[10-[2-(dimethylamino)propyl]phenothiazin-2-yl]propan-1-one,pubchem_rest
Propofol,Propofol,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,178.27,3.8,"2,6-di(propan-2-yl)phenol",pubchem_rest
Propoxur,Propoxur,4944,CC(C)OC1=CC=CC=C1OC(=O)NC,209.24,1.5,(2-propan-2-yloxyphenyl) N-methylcarbamate,pubchem_rest
Propranolol,Propranolol,4946,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,259.34,3,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,pubchem_rest
Propylene glycol,Propylene glycol,1030,CC(CO)O,76.09,-0.9,"propane-1,2-diol",pubchem_rest
Propylhexedrine,Propylhexedrine,7558,CC(CC1CCCCC1)NC,155.28,3.5,1-cyclohexyl-N-methylpropan-2-amine,pubchem_rest
Propyphenazone,Propyphenazone,3778,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,230.31,1.7,"1,5-dimethyl-2-phenyl-4-propan-2-ylpyrazol-3-one",pubchem_rest
Prothipendyl,Prothipendyl,14670,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3,285.4,3.4,"N,N-dimethyl-3-pyrido[3,2-b][1,4]benzothiazin-10-ylpropan-1-amine",pubchem_rest
Protriptyline,Protriptyline,4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,263.4,4.4,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenyl)propan-1-amine",pubchem_rest
Pseudoephedrine,Pseudoephedrine,7028,CC(C(C1=CC=CC=C1)O)NC,165.23,0.9,"(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol",pubchem_rest
Psilocin,Psilocin,4980,CN(C)CCC1=CNC2=C1C(=CC=C2)O,204.27,2.1,3-[2-(dimethylamino)ethyl]-1H-indol-4-ol,pubchem_rest
Pyrazinamide,Pyrazinamide,1046,C1=CN=C(C=N1)C(=O)N,123.11,-0.6,pyrazine-2-carboxamide,pubchem_rest
Pyridostigmine,Pyridostigmine,4991,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,181.21,0.7,"(1-methylpyridin-1-ium-3-yl) N,N-dimethylcarbamate",pubchem_rest
Pyridoxine (Vitamin B ),Pyridoxine,1054,CC1=NC=C(C(=C1O)CO)CO,169.18,-0.8,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol",pubchem_rest
Pyrilamine,Pyrilamine,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,285.4,3.3,"N'-[(4-methoxyphenyl)methyl]-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine",pubchem_rest
Pyrimethamine,Pyrimethamine,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,248.71,2.7,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",pubchem_rest
Pyrithyldione,Pyrithyldione,4994,CCC1(C(=O)C=CNC1=O)CC,167.20,1,"3,3-diethyl-1H-pyridine-2,4-dione",pubchem_rest
Quazepam,Quazepam,4999,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,386.8,4,"7-chloro-5-(2-fluorophenyl)-1-(2,2,2-trifluoroethyl)-3H-1,4-benzodiazepine-2-thione",pubchem_rest
Quetiapine,Quetiapine,5002,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,383.5,2.1,"2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol",pubchem_rest
Quinapril,Quinapril,54892,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,438.5,1.2,"(3S)-2-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,4-dihydro-1H-isoquinoline-3-carboxylic acid",pubchem_rest
Quinidine,Quinidine,441074,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,324.4,2.9,"(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",pubchem_rest
Quinine,Quinine,3034034,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,324.4,2.9,"(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",pubchem_rest
Rabeprazole,Rabeprazole,5029,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,359.4,1.9,2-[[4-(3-methoxypropoxy)-3-methyl-2-pyridinyl]methylsulfinyl]-1H-benzimidazole,pubchem_rest
Raloxifene,Raloxifene,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,473.6,6.1,[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone,pubchem_rest
Raltegravir (RAL),Raltegravir,54671008,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,444.4,1.1,"N-[2-[4-[(4-fluorophenyl)methylcarbamoyl]-5-hydroxy-1-methyl-6-oxopyrimidin-2-yl]propan-2-yl]-5-methyl-1,3,4-oxadiazole-2-carboxamide",pubchem_rest
Ramipril,Ramipril,5362129,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,416.5,1.4,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[b]pyrrole-2-carboxylic acid",pubchem_rest
Ranitidine,Ranitidine,3001055,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,314.41,0.3,"(E)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",pubchem_rest
Ranolazine,Ranolazine,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,427.5,2.7,"N-(2,6-dimethylphenyl)-2-[4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl]acetamide",pubchem_rest
Reboxetine,Reboxetine,127151,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,313.4,3,(2R)-2-[(R)-(2-ethoxyphenoxy)-phenylmethyl]morpholine,pubchem_rest
Recainam,Recainam,53084,CC1=C(C(=CC=C1)C)NC(=O)NCCCNC(C)C,263.38,2.4,"1-(2,6-dimethylphenyl)-3-[3-(propan-2-ylamino)propyl]urea",pubchem_rest
Remacemide,Remacemide,60511,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,268.35,2.3,"2-amino-N-(1,2-diphenylpropan-2-yl)acetamide",pubchem_rest
Remifentanil,Remifentanil,60815,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,376.4,1.9,methyl 1-(3-methoxy-3-oxopropyl)-4-(N-propanoylanilino)piperidine-4-carboxylate,pubchem_rest
Remoxipride,Remoxipride,54477,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,371.27,2.1,"3-bromo-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2,6-dimethoxybenzamide",pubchem_rest
Repaglinide,Repaglinide,65981,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,452.6,5.2,2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid,pubchem_rest
Reserpine,Reserpine,5770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,608.7,4,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",pubchem_rest
Retigabine,Retigabine,121892,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,303.33,2.8,ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate,pubchem_rest
Retinol (Vitamin A),Retinol,445354,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,286.5,5.7,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol",pubchem_rest
Rifabutin,Rifabutin,135415564,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C,847.0,5.6,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,32-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-1'-(2-methylpropyl)-6,23-dioxospiro[8,33-dioxa-24,27,29-triazapentacyclo[23.6.1.14,7.05,31.026,30]tritriaconta-1(31),2,4,9,19,21,25(32),26,29-nonaene-28,4'-piperidine]-13-yl] acetate",pubchem_rest
Rifampicin (Rifampin),Rifampicin,135398735,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,822.9,4.9,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",pubchem_rest
Rifapentine,Rifapentine,135403821,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,877.0,6.7,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(E)-(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",pubchem_rest
Rilmenidine,Rilmenidine,68712,C1CC1C(C2CC2)NC3=NCCO3,180.25,1.2,"N-(dicyclopropylmethyl)-4,5-dihydro-1,3-oxazol-2-amine",pubchem_rest
Riluzole,Riluzole,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,234.20,3.6,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine",pubchem_rest
Risperidone,Risperidone,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,410.5,2.7,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",pubchem_rest
Ritonavir,Ritonavir,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,720.9,6,"1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate",pubchem_rest
Rivaroxaban,Rivaroxaban,9875401,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,435.9,2.5,"5-chloro-N-[[(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl]methyl]thiophene-2-carboxamide",pubchem_rest
Rivastigmine,Rivastigmine,77991,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,250.34,2.3,[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,pubchem_rest
Rizatriptan,Rizatriptan,5078,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,269.34,1.7,"N,N-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethanamine",pubchem_rest
Rocuronium,Rocuronium,441290,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,529.8,5,"[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-3-hydroxy-10,13-dimethyl-2-morpholin-4-yl-16-(1-prop-2-enylpyrrolidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",pubchem_rest
Roflumilast,Roflumilast,449193,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,403.2,4.6,"3-(cyclopropylmethoxy)-N-(3,5-dichloro-4-pyridinyl)-4-(difluoromethoxy)benzamide",pubchem_rest
Ropinirole,Ropinirole,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,260.37,2.7,"4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one",pubchem_rest
Ropivacaine,Ropivacaine,175805,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,274.4,2.9,"(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide",pubchem_rest
Rosiglitazone,Rosiglitazone,77999,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,357.4,3.1,"5-[[4-[2-[methyl(pyridin-2-yl)amino]ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",pubchem_rest
Rosuvastatin,Rosuvastatin,446157,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,481.5,1.6,"(E,3R,5S)-7-[4-(4-fluorophenyl)-2-[methyl(methylsulfonyl)amino]-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid",pubchem_rest
Rotigotine,Rotigotine,59227,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,315.5,4.9,"(6S)-6-[propyl(2-thiophen-2-ylethyl)amino]-5,6,7,8-tetrahydronaphthalen-1-ol",pubchem_rest
Roxatidine,Roxatidine,91276,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO,306.4,1.5,2-hydroxy-N-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]acetamide,pubchem_rest
Roxithromycin,Roxithromycin,6915744,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,837.0,3.1,"(3R,4S,5S,6R,7R,9R,10E,11S,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-10-(2-methoxyethoxymethoxyimino)-3,5,7,9,11,13-hexamethyl-oxacyclotetradecan-2-one",pubchem_rest
Rufinamide,Rufinamide,129228,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,238.19,0.7,"1-[(2,6-difluorophenyl)methyl]triazole-4-carboxamide",pubchem_rest
Sacubitril,Sacubitril,9811834,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,411.5,3.7,"4-[[(2S,4R)-5-ethoxy-4-methyl-5-oxo-1-(4-phenylphenyl)pentan-2-yl]amino]-4-oxobutanoic acid",pubchem_rest
Salbutamol (Albuterol),Salbutamol,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,239.31,0.3,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,pubchem_rest
Salicylamide,Salicylamide,5147,C1=CC=C(C(=C1)C(=O)N)O,137.14,1.3,2-hydroxybenzamide,pubchem_rest
Salicylic acid,Salicylic acid,338,C1=CC=C(C(=C1)C(=O)O)O,138.12,2.3,2-hydroxybenzoic acid,pubchem_rest
Salvinorin A,Salvinorin A,128563,CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC,432.5,2.5,"methyl (2S,4aR,6aR,7R,9S,10aS,10bR)-9-acetyloxy-2-(furan-3-yl)-6a,10b-dimethyl-4,10-dioxo-2,4a,5,6,7,8,9,10a-octahydro-1H-benzo[f]isochromene-7-carboxylate",pubchem_rest
Saquinavir (SQV),Saquinavir,441243,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,670.8,4.2,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide",pubchem_rest
