drug_name_raw,query_name,status,cid,smiles,mw,logp,iupac
Imatinib,Imatinib,match,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,493.6,3.5,4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide
Imipenem,Imipenem,match,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,299.35,-0.7,"(5R,6S)-3-[2-(aminomethylideneamino)ethylsulfanyl]-6-[(1R)-1-hydroxyethyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid"
Imipramine plus Desipramine,Imipramine,match,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,280.4,4.8,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine"
Inamrinone,Inamrinone,match,3698,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,187.20,-0.2,3-amino-5-pyridin-4-yl-1H-pyridin-2-one
Indapamide,Indapamide,match,3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,365.8,2.9,"4-chloro-N-(2-methyl-2,3-dihydroindol-1-yl)-3-sulfamoylbenzamide"
Indinavir (IDV),Indinavir,match,5362440,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,613.8,2.8,"(2S)-1-[(2S,4R)-4-benzyl-2-hydroxy-5-[[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]amino]-5-oxopentyl]-N-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide"
Indometacin (Indomethacin),Indometacin (Indomethacin),match,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,357.8,4.3,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid
Indoramin,Indoramin,match,33625,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,347.5,4.1,N-[1-[2-(1H-indol-3-yl)ethyl]piperidin-4-yl]benzamide
Infliximab,Infliximab,no_match:404,,,,,
Iproniazid,Iproniazid,match,3748,CC(C)NNC(=O)C1=CC=NC=C1,179.22,0.4,N'-propan-2-ylpyridine-4-carbohydrazide
Irbesartan,Irbesartan,match,3749,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,428.5,4.1,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one"
Iridium,Iridium,match,23924,[Ir],192.22,,iridium
Iron,Iron,match,23925,[Fe],55.84,,iron
Isavuconazole,Isavuconazole,match,6918485,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O,437.5,3.5,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]benzonitrile"
Isoflurane,Isoflurane,match,3763,C(C(F)(F)F)(OC(F)F)Cl,184.49,2.1,"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane"
Isoniazid (INH),Isoniazid (INH),match,3767,C1=CN=CC=C1C(=O)NN,137.14,-0.7,pyridine-4-carbohydrazide
Isopropanol,Isopropanol,match,3776,CC(C)O,60.10,0.3,propan-2-ol
Isosorbide-dinitrate (ISDN),Isosorbide-dinitrate,match,6883,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],236.14,1.3,"[(3S,3aS,6R,6aS)-3-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate"
Isosorbide-5-mononitrate (IS-5-MN),Isosorbide-5-mononitrate,match,27661,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,191.14,-0.4,"[(3S,3aR,6R,6aS)-3-hydroxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate"
Isotretinoin,Isotretinoin,match,5282379,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,300.4,6.3,"(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid"
Isoxicam,Isoxicam,match,54677972,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,335.34,3,"4-hydroxy-2-methyl-N-(5-methyl-1,2-oxazol-3-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide"
Isradipine,Isradipine,match,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,371.4,4.3,"3-O-methyl 5-O-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate"
Itraconazole,Itraconazole,match,55283,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,705.6,5.7,"2-butan-2-yl-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one"
Ivabradine,Ivabradine,match,132999,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC,468.6,2.4,"3-[3-[[(7S)-3,4-dimethoxy-7-bicyclo[4.2.0]octa-1,3,5-trienyl]methyl-methylamino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one"
Ivermectin,Ivermectin,no_match:404,,,,,
Kanamycin,Kanamycin,match,6032,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,484.5,-6.9,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol"
Kavain,Kavain,match,5281565,COC1=CC(=O)OC(C1)C=CC2=CC=CC=C2,230.26,2.5,"(2R)-4-methoxy-2-[(E)-2-phenylethenyl]-2,3-dihydropyran-6-one"
Ketamine,Ketamine,match,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,237.72,2.2,2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one
Ketanserin,Ketanserin,match,3822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,395.4,2.6,"3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-1H-quinazoline-2,4-dione"
Ketazolam,Ketazolam,match,33746,CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C,368.8,3,"11-chloro-2,8-dimethyl-12b-phenyl-6H-[1,3]oxazino[3,2-d][1,4]benzodiazepine-4,7-dione"
Ketobemidone,Ketobemidone,match,10101,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,247.33,1,1-[4-(3-hydroxyphenyl)-1-methylpiperidin-4-yl]propan-1-one
Ketoconazole,Ketoconazole,match,47576,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,531.4,4.3,"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone"
Ketoprofen,Ketoprofen,match,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,254.28,3.1,2-(3-benzoylphenyl)propanoic acid
Ketorolac,Ketorolac,match,3826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,255.27,1.9,"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid"
Ketotifen,Ketotifen,match,3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,309.4,3.2,"2-(1-methylpiperidin-4-ylidene)-6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-8-one"
Labetalol,Labetalol,match,3869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,328.4,3.1,2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide
Lacidipine,Lacidipine,match,5311217,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,455.5,4.5,"diethyl 2,6-dimethyl-4-[2-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate"
Lacosamide,Lacosamide,match,219078,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,250.29,0.3,(2R)-2-acetamido-N-benzyl-3-methoxypropanamide
Lamivudine,Lamivudine,match,60825,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,229.26,-0.9,"4-amino-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one"
Lamotrigine,Lamotrigine,match,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,256.09,1.4,"6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine"
Lansoprazole,Lansoprazole,match,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,369.4,2.8,"2-[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methylsulfinyl]-1H-benzimidazole"
Lead,Lead,match,5352425,[Pb],207,,lead
Leflunomide,Leflunomide,match,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,270.21,2.5,"5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide"
Lenalidomide,Lenalidomide,match,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,259.26,-0.5,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione"
Lercanidipine,Lercanidipine,match,65866,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,611.7,6.9,"5-O-[1-[3,3-diphenylpropyl(methyl)amino]-2-methylpropan-2-yl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"
Levacetylmethadol (= Acetylmethadol),Levacetylmethadol,match,15130,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,353.5,4.3,"[(3S,6S)-6-(dimethylamino)-4,4-diphenylheptan-3-yl] acetate"
Levamisole,Levamisole,match,26879,C1CSC2=NC(CN21)C3=CC=CC=C3,204.29,1.8,"(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole"
Levetiracetam,Levetiracetam,match,5284583,CCC(C(=O)N)N1CCCC1=O,170.21,-0.3,(2S)-2-(2-oxopyrrolidin-1-yl)butanamide
Levocabastine,Levocabastine,match,54385,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,420.5,2.5,"(3S,4R)-1-[4-cyano-4-(4-fluorophenyl)cyclohexyl]-3-methyl-4-phenylpiperidine-4-carboxylic acid"
Levocetirizine,Levocetirizine,match,1549000,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.9,1.7,2-[2-[4-[(R)-(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid
Levodopa (L-Dopa),Levodopa,match,6047,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,197.19,-2.7,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid"
Levomepromazine,Levomepromazine,match,72287,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,328.5,4.7,"(2R)-3-(2-methoxyphenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine"
Levomethadone,Levomethadone,match,22267,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.4,3.9,"(6R)-6-(dimethylamino)-4,4-diphenylheptan-3-one"
Levomilnacipran,Levomilnacipran,match,6917779,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,246.35,1.4,"cis-(1S,2R)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide"
Levorphanol,Levorphanol,match,5359272,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,257.37,3.1,"(1R,9R,10R)-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol"
Levothyroxine,Levothyroxine,match,5819,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,776.87,2.4,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid"
Lidocaine (Lignocaine),Lidocaine,match,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,234.34,2.3,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide"
Linagliptin,Linagliptin,match,10096344,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,472.5,1.9,"8-[(3R)-3-aminopiperidin-1-yl]-7-but-2-ynyl-3-methyl-1-[(4-methylquinazolin-2-yl)methyl]purine-2,6-dione"
Linezolid,Linezolid,match,441401,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,337.35,0.7,"N-[[(5S)-3-(3-fluoro-4-morpholin-4-ylphenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide"
Lisinopril,Lisinopril,match,5362119,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,405.5,-2.9,(2S)-1-[(2S)-6-amino-2-[[(1S)-1-carboxy-3-phenylpropyl]amino]hexanoyl]pyrrolidine-2-carboxylic acid
Lithium,Lithium,match,3028194,[Li],7.0,,lithium
Lofepramine,Lofepramine,match,3947,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,419.0,6.8,"1-(4-chlorophenyl)-2-[3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methylamino]ethanone"
Loperamide,Loperamide,match,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,477.0,5,"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide"
Lopinavir (LPV),Lopinavir,match,92727,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,628.8,5.9,"(2S)-N-[(2S,4S,5S)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide"
Loprazolam,Loprazolam,match,3033860,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,464.9,2.9,"(2Z)-6-(2-chlorophenyl)-2-[(4-methylpiperazin-1-yl)methylidene]-8-nitro-4H-imidazo[1,2-a][1,4]benzodiazepin-1-one"
Loratadine,Loratadine,match,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,382.9,5.2,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate"
Lorazepam,Lorazepam,match,3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.2,2.4,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one"
Lorcainide,Lorcainide,match,42884,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,370.9,4.6,N-(4-chlorophenyl)-2-phenyl-N-(1-propan-2-ylpiperidin-4-yl)acetamide
Lormetazepam,Lormetazepam,match,13314,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,335.2,2.4,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1-methyl-3H-1,4-benzodiazepin-2-one"
Lornoxicam,Lornoxicam,match,54690031,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,371.8,2.1,"6-chloro-4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide"
Losartan,Losartan,match,3961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,422.9,4.3,[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol
Lovastatin,Lovastatin,match,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,404.5,4.3,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate"
Loxapine,Loxapine,match,3964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,327.8,3.1,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine"
Lurasidone,Lurasidone,match,213046,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,492.7,5.4,"(1R,2S,6R,7S)-4-[[(1R,2R)-2-[[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]methyl]cyclohexyl]methyl]-4-azatricyclo[5.2.1.02,6]decane-3,5-dione"
"Lysergide (lysergic acid diethyl amide, LSD)",Lysergide,match,5761,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,323.4,3,"(6aR,9R)-N,N-diethyl-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide"
Macitentan,Macitentan,match,16004692,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,588.3,3.7,5-(4-bromophenyl)-6-[2-(5-bromopyrimidin-2-yl)oxyethoxy]-N-(propylsulfamoyl)pyrimidin-4-amine
Magnesium,Magnesium,match,5462224,[Mg],24.305,,magnesium
Malathione,Malathione,match,4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,330.4,2.4,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate
Manganese,Manganese,match,23930,[Mn],54.93804,,manganese
Mannitol,Mannitol,match,6251,C(C(C(C(C(CO)O)O)O)O)O,182.17,-3.1,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol"
Maprotiline,Maprotiline,match,4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,277.4,4.6,"N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine"
Maraviroc (MVC),Maraviroc,match,3002977,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,513.7,5.1,"4,4-difluoro-N-[(1S)-3-[(1S,5R)-3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenylpropyl]cyclohexane-1-carboxamide"
Mebendazole,Mebendazole,match,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,295.29,2.8,methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate
Meclizine (Meclozine),Meclizine,match,4034,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,390.9,5.8,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine
Meclofenamic acid (Meclofenamate),Meclofenamic acid,match,4037,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,296.1,5.2,"2-(2,6-dichloro-3-methylanilino)benzoic acid"
Medazepam,Medazepam,match,4041,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,270.75,4.4,"7-chloro-1-methyl-5-phenyl-2,3-dihydro-1,4-benzodiazepine"
Mefenamic acid,Mefenamic acid,match,4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,241.28,5.1,"2-(2,3-dimethylanilino)benzoic acid"
Mefloquine,Mefloquine,match,4046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,378.31,3.6,"[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-2-ylmethanol"
Melatonin,Melatonin,match,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.28,0.8,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide
Melitracen,Melitracen,match,25382,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C,291.4,5.6,"3-(10,10-dimethylanthracen-9-ylidene)-N,N-dimethylpropan-1-amine"
Meloxicam,Meloxicam,match,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,351.4,3,"4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide"
Melperone,Melperone,match,15387,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,263.35,3.3,1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one
Melphalan,Melphalan,match,460612,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,305.20,-0.5,(2S)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid
Memantine,Memantine,match,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,179.30,3.3,"3,5-dimethyladamantan-1-amine"
Mephenesin,Mephenesin,match,4059,CC1=CC=CC=C1OCC(CO)O,182.22,1.4,"3-(2-methylphenoxy)propane-1,2-diol"
Mepindolol,Mepindolol,match,71698,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)C)O,262.35,2.3,1-[(2-methyl-1H-indol-4-yl)oxy]-3-(propan-2-ylamino)propan-2-ol
Mepivacaine,Mepivacaine,match,4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,246.35,1.9,"N-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide"
Meprobamate,Meprobamate,match,4064,CCCC(C)(COC(=O)N)COC(=O)N,218.25,0.7,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate
Meptazinol,Meptazinol,match,41049,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O,233.35,3.4,3-(3-ethyl-1-methylazepan-3-yl)phenol
Mercaptopurine,Mercaptopurine,match,667490,C1=NC2=C(N1)C(=S)N=CN2,152.18,0,"3,7-dihydropurine-6-thione"
Mercury,Mercury,match,23931,[Hg],200.59,,mercury
Meropenem,Meropenem,match,441130,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,383.5,-2.4,"(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid"
Mescaline,Mescaline,match,4076,COC1=CC(=CC(=C1OC)OC)CCN,211.26,0.7,"2-(3,4,5-trimethoxyphenyl)ethanamine"
Mesalazine (Mesalamine),Mesalazine,match,4075,C1=CC(=C(C=C1N)C(=O)O)O,153.14,1.3,5-amino-2-hydroxybenzoic acid
Mesoridazine,Mesoridazine,match,4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,386.6,4.5,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine
Metaclazepam,Metaclazepam,match,71272,CN1C(CN=C(C2=C1C=CC(=C2)Br)C3=CC=CC=C3Cl)COC,393.7,4.4,"7-bromo-5-(2-chlorophenyl)-2-(methoxymethyl)-1-methyl-2,3-dihydro-1,4-benzodiazepine"
Metamizole (Dipyrone),Metamizole,match,3111,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,311.36,0,"[(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-methylamino]methanesulfonic acid"
Metandienone (Methandienone),Metandienone,match,6300,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,300.4,3.6,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one"
Metaxalone,Metaxalone,match,15459,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,221.25,2.2,"5-[(3,5-dimethylphenoxy)methyl]-1,3-oxazolidin-2-one"
Metformin,Metformin,match,4091,CN(C)C(=N)N=C(N)N,129.16,-1.3,"3-(diaminomethylidene)-1,1-dimethylguanidine"
Methadone,Methadone,match,4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.4,3.9,"6-(dimethylamino)-4,4-diphenylheptan-3-one"
Methamphetamine (Methylamphetamine),Methamphetamine,match,10836,CC(CC1=CC=CC=C1)NC,149.23,2.1,(2S)-N-methyl-1-phenylpropan-2-amine
Methanol,Methanol,match,887,CO,32.042,-0.5,methanol
Methapyrilene,Methapyrilene,match,4098,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,261.39,2.6,"N,N-dimethyl-N'-pyridin-2-yl-N'-(thiophen-2-ylmethyl)ethane-1,2-diamine"
Methaqualone,Methaqualone,match,6292,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,250.29,2.5,2-methyl-3-(2-methylphenyl)quinazolin-4-one
Methemoglobin (Met-Hb),Methemoglobin (Met-Hb); Methemoglobin,no_match:404,,,,,
Methimazole,Methimazole,match,1349907,CN1C=CNC1=S,114.17,-0.3,3-methyl-1H-imidazole-2-thione
